First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,SLpM,Str.Acc,SApM,Str.Def,TD Avg,TD Acc,TD Def,Sub. Avg,Total Fights,Weight Class,Fighter_ID
Art,Arciniega,King Arthur,"5' 8""",145 lbs.,--,,15,7,0,0,1.53,46%,2.73,51%,0.00,0%,50%,1.0,22,FeatherWeight,165
Alice,Ardelean,,--,115 lbs.,--,,9,5,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,14,StrawWeight,166
Tristan,Arenal,,--,155 lbs.,--,,7,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,11,LightWeight,167
Gabriel,Arges,,--,170 lbs.,--,,0,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,0,WelterWeight,168
Dan,Argueta,The Determined,"5' 7""",135 lbs.,"68.0""",Southpaw,9,2,0,0,2.18,45%,1.90,51%,4.45,48%,57%,1.6,11,BantamWeight,169
Reza,Arianto,The Crazy Lion,--,155 lbs.,--,,5,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,LightWeight,170
Hashem,Arkhagha,,"6' 2""",185 lbs.,"75.0""",Orthodox,6,1,0,0,1.84,44%,8.97,43%,0.00,0%,50%,0.0,7,MiddleWeight,171
Andrei,Arlovski,The Pitbull,"6' 3""",240 lbs.,"77.0""",Orthodox,34,23,0,0,3.78,45%,3.20,57%,0.38,36%,76%,0.2,57,HeavyWeight,172
Garrett,Armfield,,"5' 6""",135 lbs.,"70.0""",Orthodox,10,3,0,0,6.22,53%,3.93,58%,0.00,0%,64%,0.0,13,BantamWeight,173
Joey,Armstrong,,--,--,--,,5,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,HeavyWeight,174
Austin,Arnett,,"6' 0""",145 lbs.,"72.0""",Orthodox,16,6,0,0,4.52,41%,6.38,62%,0.44,18%,57%,0.2,22,FeatherWeight,175
Ricardo,Arona,The Brazilian Tiger,"5' 11""",205 lbs.,--,Orthodox,14,5,0,0,1.66,48%,1.15,57%,2.41,48%,58%,1.2,19,LightHeavyWeight,176
Eli,Aronov,The Israeli Tank,"5' 10""",185 lbs.,"72.0""",Orthodox,6,1,0,0,8.92,68%,6.49,38%,12.16,100%,0%,0.0,7,MiddleWeight,177
Chalid,Arrab,Die Faust,"5' 11""",205 lbs.,--,Orthodox,7,3,0,0,1.56,34%,1.63,56%,3.05,75%,37%,1.0,10,LightHeavyWeight,178
Akbarh,Arreola,El Caballero,"5' 10""",155 lbs.,"71.0""",Southpaw,23,11,1,0,2.32,45%,4.01,56%,1.07,100%,33%,0.4,35,LightWeight,179
Matt,Arroyo,No Regard,"5' 10""",170 lbs.,"72.0""",Orthodox,3,3,0,0,1.62,47%,2.01,58%,2.12,36%,100%,5.3,6,WelterWeight,180
Antonio,Arroyo,,"6' 3""",185 lbs.,"73.0""",Orthodox,9,5,0,0,2.82,66%,2.02,50%,1.14,41%,41%,0.2,14,MiddleWeight,181
Gilles,Arsene,,"5' 9""",190 lbs.,--,Southpaw,1,1,0,0,0.06,10%,2.45,32%,0.00,0%,0%,0.0,2,LightHeavyWeight,182
Veta,Arteaga,,"5' 7""",125 lbs.,--,,3,1,0,0,3.20,36%,1.92,65%,0.00,0%,40%,0.0,4,FlyWeight,183
Cesar,Arzamendia,Goku,"5' 11""",155 lbs.,--,Orthodox,8,3,0,0,5.37,45%,5.20,56%,7.32,75%,0%,2.4,11,LightWeight,184
Teddy,Ash,Bear,"6' 1""",185 lbs.,"73.0""",Switch,14,5,0,0,7.27,61%,6.80,28%,0.00,0%,100%,0.0,19,MiddleWeight,185
Arman,Ashimov,Mustafa Ozturik,"5' 6""",125 lbs.,--,,11,3,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,15,FlyWeight,186
Yanal,Ashmouz,Red Fox,"5' 9""",155 lbs.,"68.0""",Orthodox,7,1,0,0,3.08,42%,5.35,59%,0.92,50%,50%,0.0,8,LightWeight,187
,Asjabharan,,"5' 6""",135 lbs.,--,,7,6,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,13,BantamWeight,188
Askar,Askar,AK-47,"5' 7""",145 lbs.,"69.0""",Orthodox,11,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,12,FeatherWeight,189
Askar,Askarov,Bullet,"5' 6""",125 lbs.,"67.0""",Orthodox,14,1,1,0,3.05,54%,2.80,57%,2.60,24%,66%,0.4,16,FlyWeight,190
Cyril,Asker,Silverback,"6' 0""",247 lbs.,"74.0""",Orthodox,9,4,0,0,3.35,39%,5.82,35%,4.41,62%,100%,0.9,13,HeavyWeight,191
Khusein,Askhabov,Nohcho,"5' 8""",145 lbs.,"69.0""",Orthodox,23,1,0,0,2.00,26%,4.13,56%,0.00,0%,66%,0.0,24,FeatherWeight,192
Scott,Askham,,"6' 3""",185 lbs.,"75.0""",Southpaw,14,4,0,0,3.03,46%,3.52,52%,0.44,18%,65%,0.7,18,MiddleWeight,193
Ben,Askren,Funky,"5' 11""",170 lbs.,"73.0""",Orthodox,19,2,0,0,3.64,49%,5.66,36%,4.33,55%,0%,0.9,21,WelterWeight,194
Ibo,Aslan,The Last Ottoman,"6' 3""",205 lbs.,"77.0""",Orthodox,13,1,0,0,6.83,45%,4.53,64%,0.00,0%,100%,0.0,14,LightHeavyWeight,195
Tom,Aspinall,,"6' 5""",256 lbs.,"78.0""",Orthodox,14,3,0,1,7.72,66%,2.77,66%,3.46,100%,100%,1.7,17,HeavyWeight,196
Bruno,Assis,Brunao,"6' 2""",185 lbs.,--,Orthodox,8,4,0,0,1.27,43%,3.20,36%,2.00,50%,66%,1.0,12,MiddleWeight,197
Junior,Assuncao,,"5' 9""",145 lbs.,"72.0""",Orthodox,16,6,0,0,3.31,62%,2.06,44%,2.43,24%,66%,0.7,22,FeatherWeight,198
Raphael,Assuncao,,"5' 5""",135 lbs.,"66.0""",Orthodox,28,10,0,0,3.22,42%,2.50,66%,1.65,39%,78%,0.2,38,BantamWeight,199
Michael,Aswell Jr.,Texas Kid,--,145 lbs.,--,,9,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,10,FeatherWeight,200
Bazigit,Atajev,Volk,"6' 1""",230 lbs.,--,Orthodox,17,1,0,0,0.87,41%,3.14,49%,1.00,33%,0%,0.0,18,HeavyWeight,201
Rich,Attonito,The Raging Bull,"5' 10""",170 lbs.,"72.0""",Orthodox,10,5,0,0,2.28,47%,2.13,59%,0.74,37%,75%,0.0,15,WelterWeight,202
Olivier,Aubin-Mercier,The Canadian Gangster,"5' 9""",155 lbs.,"70.0""",Southpaw,11,5,0,0,2.48,51%,2.97,55%,2.36,33%,70%,0.5,16,LightWeight,203
Pat,Audinwood,Awesomely Awesome,"6' 0""",155 lbs.,--,Orthodox,11,2,1,0,1.17,12%,4.31,41%,0.80,50%,0%,0.0,14,LightWeight,204
Jose,Augusto,Gugu,"6' 3""",251 lbs.,--,,6,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,8,HeavyWeight,205
Marcus,Aurelio,Maximus,"5' 10""",155 lbs.,"74.0""",Orthodox,22,10,0,0,1.42,33%,2.27,59%,1.69,27%,27%,1.3,32,LightWeight,206
David,Avellan,,"5' 9""",185 lbs.,--,Orthodox,2,1,0,0,3.33,25%,10.00,57%,0.00,0%,0%,0.0,3,MiddleWeight,207
Blas,Avena,The Disciple,"6' 0""",170 lbs.,"74.0""",Orthodox,8,7,0,0,2.34,47%,3.36,43%,2.37,80%,50%,1.8,15,WelterWeight,208
Levi,Avera,,"6' 1""",170 lbs.,--,,18,15,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,33,WelterWeight,209
Anthony,Avila,,"5' 7""",145 lbs.,--,,13,5,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,18,FeatherWeight,210
Chris,Avila,,"5' 10""",145 lbs.,--,Orthodox,5,4,0,0,2.37,30%,4.17,48%,0.00,0%,46%,0.0,9,FeatherWeight,211
Julia,Avila,Raging Panda,"5' 7""",135 lbs.,"68.0""",Orthodox,9,3,0,0,2.59,43%,2.86,50%,0.54,33%,50%,0.3,12,BantamWeight,212
Saad,Awad,Assassin,"5' 11""",155 lbs.,--,,20,9,0,0,2.13,26%,1.87,60%,0.50,16%,100%,0.5,29,LightWeight,213
Javy,Ayala,Eye Candy,"6' 1""",265 lbs.,--,,10,5,0,0,0.83,25%,5.00,33%,0.00,0%,0%,0.0,15,HeavyWeight,214
Jessin,Ayari,,"6' 0""",155 lbs.,"73.0""",Orthodox,16,6,0,0,3.53,37%,3.59,58%,0.00,0%,50%,0.3,22,LightWeight,215
Abu,Azaitar,Captain Morocco,"5' 9""",185 lbs.,"76.0""",Orthodox,14,4,1,0,4.38,43%,4.32,51%,1.00,37%,42%,0.0,19,MiddleWeight,216
Ottman,Azaitar,Bulldozer,"5' 8""",155 lbs.,"71.0""",Switch,13,2,0,0,5.73,51%,4.96,48%,0.00,0%,100%,0.0,15,LightWeight,217
Luiz,Azeredo,,"5' 9""",154 lbs.,--,Orthodox,15,10,0,0,2.16,39%,2.76,57%,1.07,50%,45%,0.3,25,LightWeight,218
Luciano,Azevedo,,"6' 3""",161 lbs.,--,Orthodox,17,9,1,0,0.76,45%,1.97,27%,2.28,11%,0%,0.0,27,WelterWeight,219
Hunter,Azure,,"5' 8""",145 lbs.,"69.0""",Orthodox,9,2,0,0,3.92,53%,2.08,58%,1.97,34%,67%,1.3,11,FeatherWeight,220
Niklas,Backstrom,,"6' 1""",145 lbs.,--,Orthodox,11,3,0,0,1.12,41%,3.65,40%,2.92,80%,72%,2.2,14,FeatherWeight,221
Seth,Baczynski,The Polish Pistola,"6' 3""",170 lbs.,"75.0""",Orthodox,20,14,0,0,3.08,31%,3.14,51%,0.89,16%,48%,0.8,34,WelterWeight,222
Abdul Azeem,Badakhshi,The Afghan Lion,--,145 lbs.,--,,13,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,16,FeatherWeight,223
Ryan,Bader,Darth,"6' 2""",205 lbs.,"74.0""",Orthodox,23,5,0,0,2.82,43%,1.39,71%,3.37,44%,80%,0.4,28,LightHeavyWeight,224
Izabela,Badurek,,"5' 5""",115 lbs.,--,Orthodox,6,3,0,0,3.74,71%,4.90,32%,1.75,12%,100%,0.0,9,StrawWeight,225
Miguel,Baeza,Caramel Thunder,"6' 2""",170 lbs.,"74.0""",Orthodox,10,3,0,0,4.88,49%,5.10,53%,0.44,28%,100%,1.8,13,WelterWeight,226
Ali,Bagautinov,Puncher,"5' 4""",125 lbs.,"65.0""",Orthodox,15,6,0,0,2.85,42%,3.09,52%,2.51,36%,65%,0.3,21,FlyWeight,227
Mehdi,Baghdad,The Sultan,"6' 1""",155 lbs.,--,Orthodox,11,5,0,0,3.13,30%,4.56,46%,0.00,0%,33%,0.0,16,LightWeight,228
Melsik,Baghdasaryan,The Gun,"5' 9""",145 lbs.,"70.0""",Southpaw,8,2,0,0,5.28,61%,3.06,58%,0.00,0%,72%,0.0,10,FeatherWeight,229
Siyar,Bahadurzada,The Great,"5' 11""",170 lbs.,"73.0""",Orthodox,24,8,1,0,2.91,40%,3.23,49%,1.32,61%,62%,0.3,33,WelterWeight,230
Ignacio,Bahamondes,La Jaula,"6' 3""",155 lbs.,"75.0""",Orthodox,15,5,0,0,7.15,46%,4.38,57%,0.00,0%,85%,0.4,20,LightWeight,231
Bahatebole,Batebolati,Lion King,"5' 8""",170 lbs.,"71.0""",Southpaw,10,1,1,0,4.34,47%,4.62,64%,2.04,100%,100%,0.0,12,WelterWeight,232
Shamar,Bailey,,"5' 9""",155 lbs.,"75.0""",Southpaw,16,11,0,0,1.56,20%,3.91,69%,1.50,33%,37%,0.0,27,LightWeight,233
Jordan,Bailey,,"5' 9""",145 lbs.,--,,6,3,0,0,1.74,40%,0.29,0%,4.35,100%,0%,4.3,9,FeatherWeight,234
Scott,Baker,,"6' 0""",210 lbs.,--,,1,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,HeavyWeight,235
Bryan,Baker,The Beast,"6' 3""",185 lbs.,--,Orthodox,18,5,0,0,1.78,52%,2.83,45%,0.44,50%,37%,0.9,23,MiddleWeight,236
Jin,Bala,,"5' 9""",155 lbs.,--,,23,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,26,LightWeight,237
,Balajin,The Snow Leopard,"5' 9""",145 lbs.,"72.0""",Orthodox,23,4,0,0,1.40,33%,2.73,50%,2.00,20%,66%,0.0,27,FeatherWeight,238
Oluwale,Bamgbose,Holy War Angel,"5' 11""",185 lbs.,"78.0""",Switch,6,4,0,0,2.45,48%,2.70,55%,0.94,33%,37%,0.0,10,MiddleWeight,239
Stephen,Banaszak,,"6' 0""",145 lbs.,--,,5,5,0,0,4.20,47%,1.15,66%,0.00,0%,100%,1.9,10,FeatherWeight,240
Marcin,Bandel,Bomba,"5' 10""",155 lbs.,--,Orthodox,15,7,0,0,0.79,50%,5.26,23%,0.00,0%,0%,0.0,22,LightWeight,241
Humberto,Bandenay,,"5' 11""",145 lbs.,"71.0""",Southpaw,14,7,0,0,2.22,41%,4.79,41%,2.90,46%,62%,0.5,21,FeatherWeight,242
Tae Hyun,Bang,Supernatural,"5' 9""",155 lbs.,"71.0""",Switch,18,10,0,0,2.72,38%,2.07,66%,0.49,33%,57%,0.5,28,LightWeight,243
Yohan,Banks,,--,--,--,,2,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,HeavyWeight,244
Shauna,Bannon,Mama B,"5' 5""",115 lbs.,"65.0""",Switch,5,1,0,0,3.60,37%,3.73,37%,0.00,0%,33%,0.0,6,StrawWeight,245
Antonio,Banuelos,,"5' 5""",135 lbs.,"63.0""",Orthodox,20,11,1,0,2.69,33%,3.15,58%,1.62,62%,86%,0.4,32,BantamWeight,246
Renan,Barao,The Baron,"5' 6""",145 lbs.,"70.0""",Orthodox,34,9,0,0,3.78,36%,3.90,57%,1.49,41%,91%,0.5,43,FeatherWeight,247
Junior,Barata,,"5' 10""",170 lbs.,--,Orthodox,9,3,1,0,4.03,33%,8.46,34%,0.00,0%,0%,0.0,13,WelterWeight,248
Maycee,Barber,The Future,"5' 5""",125 lbs.,"65.0""",Switch,14,2,0,0,4.70,53%,2.90,54%,1.44,43%,53%,0.1,16,FlyWeight,249
Bryan,Barberena,Bam Bam,"6' 0""",185 lbs.,"72.0""",Southpaw,18,12,0,0,5.35,48%,4.59,44%,0.13,22%,50%,0.3,30,MiddleWeight,250
Dione,Barbosa,The Witch,"5' 6""",125 lbs.,"66.0""",Orthodox,7,2,0,0,2.20,54%,2.86,66%,2.30,25%,0%,3.1,9,FlyWeight,251
Edson,Barboza,Junior,"5' 11""",145 lbs.,"75.0""",Orthodox,24,12,0,0,4.11,44%,4.65,56%,0.45,50%,72%,0.1,36,FeatherWeight,252
Raoni,Barcelos,,"5' 7""",135 lbs.,"67.0""",Orthodox,18,5,0,0,5.22,51%,4.79,61%,1.86,32%,85%,0.6,23,BantamWeight,253
Daniel,Barez,,"5' 6""",125 lbs.,"66.0""",Orthodox,16,6,0,0,3.80,53%,5.32,55%,4.07,31%,91%,1.6,22,FlyWeight,254
Danny,Barlow,LeftHand2God,"6' 2""",170 lbs.,"79.0""",Southpaw,8,0,0,0,8.80,52%,3.65,57%,0.00,0%,100%,0.0,8,WelterWeight,255
Luke,Barnatt,The Bigslow,"6' 6""",185 lbs.,"77.0""",Orthodox,13,4,0,0,4.43,36%,3.87,59%,0.63,42%,63%,0.4,17,MiddleWeight,256
James,Barnes,Mooka,"5' 8""",135 lbs.,"71.0""",Orthodox,14,5,0,0,0.57,34%,3.02,39%,1.08,16%,40%,0.0,19,BantamWeight,257
Nick,Barnes,,"5' 11""",170 lbs.,--,,11,2,0,0,2.86,29%,8.93,51%,5.36,100%,100%,5.4,13,WelterWeight,258
Shonte,Barnes,Shyne,"5' 11""",185 lbs.,"76.0""",Southpaw,6,2,1,0,2.32,38%,1.55,67%,0.00,0%,60%,0.0,9,MiddleWeight,259
Josh,Barnett,The Warmaster,"6' 3""",250 lbs.,"78.0""",Orthodox,35,8,0,0,3.20,50%,2.11,57%,1.26,55%,55%,1.4,43,HeavyWeight,260
Chris,Barnett,Beastboy,"5' 9""",265 lbs.,"75.0""",Orthodox,23,8,0,0,4.41,48%,5.87,40%,0.00,0%,33%,0.0,31,HeavyWeight,261
Chris,Barnhizer,,--,--,--,,2,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,HeavyWeight,262
David,Baron,,"5' 6""",155 lbs.,--,Switch,17,4,1,0,1.17,30%,2.10,56%,0.00,0%,14%,0.7,22,LightWeight,263
Phil,Baroni,The New York Bad Ass,"5' 9""",170 lbs.,"72.0""",Orthodox,15,18,0,0,2.77,45%,3.93,40%,1.46,47%,60%,0.5,33,WelterWeight,264
Dan,Barrera,The Fireman,"5' 9""",170 lbs.,--,Orthodox,3,1,0,0,0.80,70%,1.20,28%,1.00,8%,0%,0.0,4,WelterWeight,265
Carlos,Barreto,,"6' 4""",230 lbs.,--,Orthodox,14,9,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,23,HeavyWeight,266
Jose,Barreto,,--,185 lbs.,--,Southpaw,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,MiddleWeight,267
Peter,Barrett,Slippery,"5' 10""",145 lbs.,"73.0""",Southpaw,11,5,0,0,4.18,61%,4.32,42%,1.39,22%,66%,0.0,16,FeatherWeight,268
Marc-Andre,Barriault,Powerbar,"6' 1""",185 lbs.,"74.0""",Orthodox,16,7,0,0,6.19,47%,5.67,52%,0.22,25%,67%,0.1,23,MiddleWeight,269
David,Barrios,,"5' 6""",145 lbs.,--,,4,8,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,12,FeatherWeight,270
Alexandre,Barros,Baixinho,"5' 9""",170 lbs.,--,Southpaw,22,11,0,0,0.98,40%,4.05,36%,1.84,50%,100%,0.0,33,WelterWeight,271
Ricardo,Barros,,"6' 1""",205 lbs.,--,,2,2,0,0,0.00,0%,8.22,31%,0.00,0%,100%,0.0,4,LightHeavyWeight,272
Francimar,Barroso,Bodao,"6' 1""",205 lbs.,"75.0""",Orthodox,19,7,0,0,2.77,52%,3.07,59%,2.22,24%,83%,0.0,26,LightHeavyWeight,273
Pat,Barry,HD,"5' 11""",235 lbs.,"74.0""",Orthodox,8,7,0,0,2.72,52%,3.54,59%,0.00,0%,76%,0.2,15,HeavyWeight,274
Dean,Barry,The Sniper,"5' 10""",170 lbs.,"72.0""",Orthodox,4,2,0,0,9.31,40%,4.66,51%,0.00,0%,100%,0.0,6,WelterWeight,275
Enrique,Barzola,El Fuerte,"5' 7""",145 lbs.,"70.0""",Orthodox,17,5,2,0,3.91,41%,2.97,68%,4.20,45%,66%,0.3,24,FeatherWeight,276
Javid,Basharat,The Snow Leopard,"5' 9""",135 lbs.,"69.0""",Orthodox,14,1,0,0,5.42,53%,2.97,62%,1.70,40%,85%,0.2,15,BantamWeight,277
Farid,Basharat,Ferocious,"5' 8""",135 lbs.,"71.0""",Orthodox,12,0,0,0,4.47,58%,2.44,57%,3.96,41%,83%,0.6,12,BantamWeight,278
Austin,Bashi,,--,135 lbs.,--,,11,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,11,BantamWeight,279
Stephen,Bass,Bigfish,"5' 9""",145 lbs.,--,Orthodox,11,2,0,0,4.87,52%,5.87,55%,0.00,0%,0%,0.0,13,FeatherWeight,280
Sean,Bassett,,--,155 lbs.,--,,0,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,4,LightWeight,281
Ryan,Bastianelli,Relentless,"5' 5""",135 lbs.,--,,6,7,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,13,BantamWeight,282
Shayna,Baszler,The Queen of Spades,"5' 7""",135 lbs.,--,Orthodox,15,11,0,0,2.49,30%,6.36,51%,0.67,18%,44%,1.3,26,BantamWeight,283
Michel,Batista,,"6' 3""",260 lbs.,--,Orthodox,4,1,0,0,0.00,0%,4.03,40%,6.72,50%,0%,0.0,5,HeavyWeight,284
Bryan,Battle,The Butcher,"6' 1""",170 lbs.,"77.0""",Orthodox,11,2,0,0,4.52,51%,3.74,44%,1.12,28%,47%,0.6,13,WelterWeight,285
Alan,Baudot,The Black Samourai,"6' 3""",243 lbs.,"79.0""",Orthodox,8,3,0,0,5.36,58%,4.82,46%,0.00,0%,62%,0.0,11,HeavyWeight,286
Mario,Bautista,,"5' 9""",135 lbs.,"69.0""",Switch,14,2,0,0,5.69,48%,3.99,53%,2.25,44%,66%,1.0,16,BantamWeight,287
Chris,Beal,Real Deal,"5' 7""",125 lbs.,"69.0""",Orthodox,10,5,0,0,3.45,35%,3.18,61%,1.60,58%,78%,0.2,15,FlyWeight,288
Donovan,Beard,The Highlight Reel,"6' 2""",185 lbs.,"78.0""",Orthodox,7,2,0,0,0.00,0%,5.77,28%,0.00,0%,0%,0.0,9,MiddleWeight,289
Rudy,Bears,,"5' 11""",170 lbs.,--,Southpaw,16,15,0,0,1.27,29%,2.53,50%,0.00,0%,0%,0.0,31,WelterWeight,290
Salvador,Becerra,,"5' 9""",155 lbs.,--,,5,2,0,0,4.57,31%,3.83,58%,0.00,0%,66%,0.0,7,LightWeight,291
Ariel,Beck,,"5' 6""",125 lbs.,"66.0""",Southpaw,4,5,0,0,4.44,34%,4.31,64%,0.00,0%,0%,0.0,9,FlyWeight,292
Jeff,Bedard,Little Popeye,"5' 6""",145 lbs.,--,Orthodox,13,3,0,0,0.80,51%,0.00,100%,3.43,66%,100%,2.6,16,FeatherWeight,293
Eric,Bedard,Lucky Strikes,"6' 2""",239 lbs.,--,,6,7,0,0,6.37,35%,8.54,52%,0.00,0%,0%,0.0,13,HeavyWeight,294
Johnny,Bedford,Brutal,"5' 10""",135 lbs.,"71.0""",Orthodox,21,13,1,0,4.53,50%,1.75,63%,1.83,62%,62%,0.0,35,BantamWeight,295
Rolando,Bedoya,The Machine,"5' 11""",170 lbs.,"74.0""",Orthodox,14,3,0,0,8.70,55%,6.83,52%,0.00,0%,0%,0.0,17,WelterWeight,296
Chase,Beebe,,"5' 7""",135 lbs.,"67.0""",Orthodox,24,13,1,0,2.17,38%,1.64,69%,2.49,42%,41%,0.9,38,BantamWeight,297
Lyle,Beerbohm,Fancy Pants,"5' 10""",155 lbs.,--,Southpaw,24,3,0,0,1.98,55%,1.61,54%,2.10,23%,64%,0.3,27,LightWeight,298
Allan,Begosso,Mini,"5' 5""",135 lbs.,"66.0""",Orthodox,7,2,1,0,1.80,40%,7.73,34%,0.00,0%,25%,2.0,10,BantamWeight,299
Mirsad,Bektic,,"5' 8""",145 lbs.,"70.0""",Orthodox,13,4,0,0,2.43,41%,1.80,57%,3.98,52%,92%,0.4,17,FeatherWeight,300
Diana,Belbita,The Warrior Princess,"5' 7""",115 lbs.,"68.0""",Orthodox,15,9,0,0,6.54,42%,6.55,51%,0.91,62%,65%,0.0,24,StrawWeight,301
Alan,Belcher,The Talent,"6' 2""",185 lbs.,"75.0""",Orthodox,18,8,0,0,2.70,41%,3.10,59%,0.44,26%,55%,0.9,26,MiddleWeight,302
Vitor,Belfort,The Phenom,"6' 0""",185 lbs.,"74.0""",Southpaw,26,14,0,0,1.59,46%,2.83,50%,1.02,60%,53%,0.6,40,MiddleWeight,303
Yousri,Belgaroui,Baby Face Assassin,"6' 5""",185 lbs.,"79.0""",Orthodox,5,3,0,0,2.20,47%,3.20,51%,0.00,0%,75%,0.0,8,MiddleWeight,304
Rodolfo,Bellato,Trator,"6' 3""",205 lbs.,"77.0""",Orthodox,12,2,0,0,6.47,61%,5.90,44%,1.09,25%,100%,0.5,14,LightHeavyWeight,305
Danilo,Belluardo,Caterpillar,"6' 0""",155 lbs.,"74.0""",Southpaw,12,5,0,0,1.52,61%,4.79,41%,3.50,100%,50%,0.0,17,LightWeight,306
Joey,Beltran,The Mexicutioner,"6' 1""",185 lbs.,"75.0""",Orthodox,17,14,0,0,4.92,36%,5.27,54%,0.48,18%,75%,0.0,31,MiddleWeight,307
Marco,Beltran,Psycho,"5' 8""",125 lbs.,"69.0""",Orthodox,8,6,0,0,2.07,37%,1.93,63%,0.70,50%,46%,0.2,14,FlyWeight,308
Joseph,Benavidez,,"5' 4""",125 lbs.,"65.0""",Southpaw,28,8,0,0,3.52,34%,2.67,61%,1.41,30%,62%,0.6,36,FlyWeight,309
Mike,Bencic,Batman,"6' 0""",215 lbs.,--,Orthodox,1,2,0,0,0.00,0%,3.32,53%,0.00,0%,0%,0.0,3,HeavyWeight,310
Dave,Beneteau,Dangerous,"6' 2""",250 lbs.,--,Orthodox,6,5,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,12,HeavyWeight,311
Karla,Benitez,,"5' 3""",113 lbs.,--,,14,11,1,0,0.00,0%,2.40,57%,0.00,0%,100%,0.0,26,StrawWeight,312
Gabriel,Benitez,Moggly,"5' 8""",155 lbs.,"71.0""",Southpaw,23,13,0,0,5.26,41%,4.49,63%,0.22,50%,55%,0.9,36,LightWeight,313
Charles,Bennett,Krazy Horse,"5' 8""",155 lbs.,--,Orthodox,30,33,2,0,1.39,39%,1.35,64%,2.02,100%,36%,2.0,65,LightWeight,314
Josh,Bennett,,"6' 4""",259 lbs.,--,Orthodox,11,14,0,0,2.90,40%,5.80,43%,1.50,100%,100%,0.0,25,HeavyWeight,315
DeAnna,Bennett,The Argentine Assassin,"5' 4""",125 lbs.,"68.0""",Orthodox,8,3,1,0,3.13,58%,3.27,58%,0.00,0%,0%,1.0,12,FlyWeight,316
Lance,Benoist,,"5' 11""",170 lbs.,"72.0""",Southpaw,7,2,0,0,3.68,51%,2.70,56%,1.50,33%,61%,0.0,9,WelterWeight,317
Joe,Benoit,,"5' 9""",170 lbs.,--,Orthodox,11,4,0,0,0.00,0%,0.00,100%,0.00,0%,0%,0.0,15,WelterWeight,318
Ryan,Benoit,Baby Face,"5' 5""",125 lbs.,"68.0""",Orthodox,10,8,0,0,2.88,39%,3.65,58%,0.28,22%,72%,0.4,18,FlyWeight,319
Pat,Benson,,"5' 9""",155 lbs.,--,,3,5,3,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,11,LightWeight,320
Len,Bentley,,"5' 9""",155 lbs.,--,,10,6,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,16,LightWeight,321
Steve,Berger,The Red Nosed Pitbull,"5' 11""",170 lbs.,--,Orthodox,21,23,2,0,1.00,27%,3.26,36%,0.84,40%,16%,1.7,46,WelterWeight,322
Kenneth,Bergh,,"6' 2""",205 lbs.,"74.0""",Orthodox,8,0,0,0,4.56,75%,1.27,28%,0.00,0%,0%,0.0,8,LightHeavyWeight,323
Bret,Bergmark,The Angry Hick,"5' 9""",170 lbs.,--,,6,1,1,0,2.78,52%,2.78,37%,4.17,100%,50%,4.2,8,WelterWeight,324
Keith,Berish,Sha Bang Bang,"6' 0""",205 lbs.,--,Orthodox,5,1,0,0,3.58,36%,4.81,62%,1.76,40%,0%,0.0,6,LightHeavyWeight,325
Dennis,Bermudez,The Menace,"5' 6""",155 lbs.,"66.0""",Orthodox,17,9,0,0,4.42,46%,3.07,59%,3.89,40%,82%,1.1,26,LightWeight,326
Manny,Bermudez,The Bermudez Triangle,"5' 10""",145 lbs.,"71.0""",Orthodox,14,2,0,0,2.92,61%,2.68,46%,3.06,54%,0%,3.1,16,FeatherWeight,327
Talita,Bernardo,,"5' 4""",135 lbs.,"68.0""",Orthodox,6,4,0,0,3.12,42%,4.04,55%,1.62,22%,28%,0.5,10,BantamWeight,328
